tax	taxprio	taxprio_orig	taxo_id	patrimonial	invasif	Ordre	Family
Lymnaea ovata	Lymnaea ovata	Lymnaea ovata	17921	0	0	Mollusques Gastérop.	Lymnaeidae
Grammotaulius nigropunctatus	Grammotaulius nigropunctatus	Grammotaulius nigropunctatus	9178	0	0	Trichoptères	Limnephilidae
Anacaena globulus	Anacaena globulus	Anacaena globulus	8769	0	0	Coléoptères	Hydrophilidae
Berosus signaticollis	Berosus signaticollis	Berosus signaticollis	8775	0	0	Coléoptères	Hydrophilidae
Hydroporus planus	Hydroporus planus	Hydroporus planus	8613	0	0	Coléoptères	Dytiscidae
Helophorus brevipalpis	Helophorus brevipalpis	Helophorus brevipalpis	8811	0	0	Coléoptères	Hydrophilidae
Hygrotus inaequalis	Hygrotus inaequalis	Hygrotus inaequalis	8624	0	0	Coléoptères	Dytiscidae
Leucorrhine à gros thorax	Leucorrhinia pectoralis	Leucorrhinia pectoralis	6359	1	0	Libellules	Libellulidae
Ecaille marbrée	Callimorpha dominula	Callimorpha dominula	7496	0	0	Hétérocères	Arctiidae
Cassida murraea	Cassida murraea	Cassida murraea	36427	0	0	Coléoptères	Chrysomelidae
Ecaille-martre	Arctia caja	Arctia caja	7492	0	0	Hétérocères	Arctiidae
Panthère	Pseudopanthera macularia	Pseudopanthera macularia	7823	0	0	Hétérocères	Geometridae
Brocatelle d'or	Camptogramma bilineata	Camptogramma bilineata	7588	0	0	Hétérocères	Geometridae
Corixidae	Corixidae	Corixidae	491	0	0	Hétéroptères	Corixidae
Dixidae	Dixidae	Dixidae	418	0	0	Diptères	Dixidae
Simuliidae	Simuliidae	Simuliidae	427	0	0	Diptères	Simuliidae
Ptychopteridae	Ptychopteridae	Ptychopteridae	424	0	0	Diptères	Ptychopteridae
Micronecta minutissima	Micronecta minutissima	Micronecta minutissima	9701	0	0	Hétéroptères	Corixidae
Gerris thoracicus	Gerris thoracicus	Gerris thoracicus	9664	0	0	Hétéroptères	Gerridae
Mystacides longicornis	Mystacides longicornis	Mystacides longicornis	9140	0	0	Trichoptères	Leptoceridae
Mariée	Catocala nupta	Catocala nupta	8017	0	0	Hétérocères	Noctuidae
Ophion minutus	Ophion minutus	Ophion minutus	102112	0	0	Hyménoptères	Ichneumonidae
Alternée	Epirrhoe alternata	Epirrhoe alternata	7643	0	0	Hétérocères	Geometridae
Criquet duettiste	Chorthippus brunneus	Chorthippus brunneus	10045	0	0	Orthoptères	Acrididae
Noctuelle des potagers	Lacanobia oleracea	Lacanobia oleracea	8138	0	0	Hétérocères	Noctuidae
Poisson rouge	Carassius auratus	Carassius auratus	8418	0	0	Poissons	Cyprinidae
Oie cygnoïde	Anser cygnoides	Anser cygnoides	6453	0	0	Oiseaux	Anatidae
Foulque d'Amérique	Fulica americana	Fulica americana	6812	0	0	Oiseaux	Rallidae
Marginée	Lomaspilis marginata	Lomaspilis marginata	7767	0	0	Hétérocères	Geometridae
Saperde du peuplier	Saperda populnea	Saperda populnea	33163	0	0	Coléoptères	Cerambycidae
Buveuse	Euthrix potatoria	Euthrix potatoria	7894	0	0	Hétérocères	Lasiocampidae
Ecureuil	Stauropus fagi	Stauropus fagi	8342	0	0	Hétérocères	Notodontidae
Lestidae	Lestidae	Lestidae	327	0	0	Libellules	Lestidae
Haliplus heydeni	Haliplus heydeni	Haliplus heydeni	8709	0	0	Coléoptères	Haliplidae
Athripsodes aterrimus	Athripsodes aterrimus	Athripsodes aterrimus	9120	0	0	Trichoptères	Leptoceridae
Limnephilus rhombicus	Limnephilus rhombicus	Limnephilus rhombicus	9209	0	0	Trichoptères	Limnephilidae
Lumbriculidae	Lumbriculidae	Lumbriculidae	377	0	0	Annelides	Lumbriculidae
Agrypnia varia	Agrypnia varia	Agrypnia varia	9247	0	0	Trichoptères	Phryganeidae
Aradus depressus	Aradus depressus	Aradus depressus	9752	0	0	Hétéroptères	Aradidae
Glyphipteryx equitella	Glyphipteryx equitella	Glyphipteryx equitella	101017	0	0	Hétérocères	Glyphipterigidae
Trigoniophthalmus alternatus	Trigoniophthalmus alternatus	Trigoniophthalmus alternatus	103614	0	0	Microcoryphia	Machilidae
Enoicyla pusilla	Enoicyla pusilla	Enoicyla pusilla	9176	0	0	Trichoptères	Limnephilidae
Lebia cruxminor	Lebia cruxminor	Lebia cruxminor	30539	0	0	Coléoptères	Carabidae
Rabdophaga cinerearum	Rabdophaga cinerearum	Rabdophaga cinerearum	33662	0	0	Diptères	Cecidomyiidae
Aphis viburni	Aphis viburni	Aphis viburni	33984	0	0	Hémiptères	Aphididae
Parthenolecanium pomeranicum	Parthenolecanium pomeranicum	Parthenolecanium pomeranicum	102328	0	0	Homoptères	Coccidae
Lachnaia sexpunctata	Lachnaia sexpunctata	Lachnaia sexpunctata	34931	0	0	Coléoptères	Chrysomelidae
Bucculatrix demaryella	Bucculatrix demaryella	Bucculatrix demaryella	99773	0	0	Hétérocères	Bucculatricidae
Ectoedemia occultella	Ectoedemia occultella	Ectoedemia occultella	100628	0	0	Hétérocères	Nepticulidae
Phyllonorycter lautella	Phyllonorycter lautella	Phyllonorycter lautella	102507	0	0	Hétérocères	Gracillariidae
Turquoise	Adscita statices	Adscita statices	8388	0	0	Hétérocères	Zygaenidae
Dasycera oliviella	Dasycera oliviella	Dasycera oliviella	100427	0	0	Hétérocères	Oecophoridae
Pogonocherus hispidus	Pogonocherus hispidus	Pogonocherus hispidus	102700	0	0	Coléoptères	Cerambycidae
